node_id,rate,budget_save,user_num,budget,ep_utility,ac_utility
3,0.3710679245295597,16.9979211039802,5,200,83.28559820673355,24
3,0.660065365760481,16.56163820099483,6,250,90,56
3,0.5192598299381348,28.973027505957848,6,300,90,38
3,0.6027874904062338,37.121420896862986,8,350,90,55
3,0.46251615011343006,52.41002469659828,6,400,90,32
3,0.3502137103460691,82.64736619770125,6,450,90,22
3,0.6258342613226058,57.13236301051243,6,500,90,43
3,0.6568123286337667,62.54500258610234,6,550,90,53
3,0.3657900803186518,115.83822435735665,6,600,90,25
3,0.5239047714304768,102.12804685475743,6,650,90,37
3,0.6318212994270913,89.68672903400694,6,700,90,44
3,0.6535898384862245,96.94893116387081,6,750,90,47
3,0.8436528080058857,54.777545606099196,8,800,90,73
