node_id,rate,budget_save,user_num,budget,ep_utility,ac_utility
1,0.6516706539303165,7.588993406187295,10,200,150,79
1,0.5439298299603448,10.188448241748965,13,250,150,72
1,0.6294148770750054,2.890853700668348,13,300,150,79
1,0.696684982237938,7.9249094459250875,14,350,150,90
1,0.7219112851384772,16.856627933747976,11,400,150,98
1,0.6858874936162734,23.034985664327458,14,450,150,101
1,0.6422291236000337,59.97788125955671,12,500,150,92
1,0.6403705610863686,45.13477422008917,13,550,150,86
1,0.6422291236000337,64.42582628578793,13,600,150,90
1,0.7033520605161735,71.17823140839087,14,650,150,92
1,0.6734013676289096,75.17200342213964,13,700,150,102
1,0.8067816433841408,47.51588612001277,9,750,150,114
1,0.7533473391828396,139.51070767700645,16,800,150,109
