node_id,rate,budget_save,user_num,budget,ep_utility,ac_utility
0,0.48477718853437257,14.667909690975279,5,200,103.50921437293431,37
0,0.3603978509331688,25.281679332969038,6,250,110,33
0,0.4184659784829282,35.04762499646363,6,300,110,33
0,0.5822136257063253,35.47610195883763,6,350,110,51
0,0.41534781124314457,57.00940718150621,6,400,110,36
0,0.44732057623379406,70.29618730531767,6,450,110,37
0,0.5119612534011073,74.51993582427916,6,500,110,43
0,0.5887933498945949,74.2441297965282,6,550,110,47
0,0.6642511761341929,70.9539475579006,6,600,110,59
0,0.5609928557218314,94.17221494768015,6,650,110,51
0,0.6234124513234913,96.8830508036146,6,700,110,58
0,0.48654468194752953,143.69943441631065,6,750,110,41
0,0.5101020514433644,142.31623815552766,6,800,110,42
1,0.49667770431528335,13.603110742163304,6,200,150,54
1,0.5868817764045422,17.67709932067892,6,250,150,67
1,0.44023814587511123,33.73547002377462,6,300,150,49
1,0.5239047714304766,40.42736649658187,6,350,150,60
1,0.6276202654994949,37.002425349577074,6,400,150,78
1,0.5128313091614638,65.51705701757454,6,450,150,53
1,0.49403557437305934,77.25705548964591,6,500,150,57
1,0.36965617847611665,113.80975596980903,6,550,150,41
1,0.45349595914882146,100.48498178303387,6,600,150,49
1,0.5020040160804508,106.82601741678633,6,650,150,62
1,0.5527864045000421,108.93928545436346,6,700,150,64
1,0.6880170944853976,94.21742564553317,6,750,150,85
1,0.36543978483782436,184.34088767081826,6,800,150,50
2,0.5453939434338049,12.286474460892606,5,200,82.33574908024954,38
2,0.3944699291805017,23.9349056272933,5,250,83.53990210777118,26
2,0.7251262916254892,17.513341142353124,6,300,90,52
2,0.46045286479204517,45.81535051878295,6,350,90,34
2,0.41881347419457693,56.67147055157215,6,400,90,29
2,0.7739223338958244,28.755182984215793,6,450,90,61
2,0.7132558244319125,48.2856596810287,6,500,90,54
2,0.5705300424424958,77.54160411665403,6,550,90,37
2,0.683772233983162,57.758893027546996,6,600,90,52
2,0.6288157091446652,94.8606893924104,7,650,90,55
2,0.40371520600005606,145.252380605818,6,700,90,32
2,0.5262443198816036,132.588797683017,6,750,90,41
2,0.6666666666666667,96.83393488707026,6,800,90,50
3,0.3710679245295597,16.9979211039802,5,200,83.28559820673355,24
3,0.660065365760481,16.56163820099483,6,250,90,56
3,0.5192598299381348,28.973027505957848,6,300,90,38
3,0.6027874904062338,37.121420896862986,8,350,90,55
3,0.46251615011343006,52.41002469659828,6,400,90,32
3,0.3502137103460691,82.64736619770125,6,450,90,22
3,0.6258342613226058,57.13236301051243,6,500,90,43
3,0.6568123286337667,62.54500258610234,6,550,90,53
3,0.3657900803186518,115.83822435735665,6,600,90,25
3,0.5239047714304768,102.12804685475743,6,650,90,37
3,0.6318212994270913,89.68672903400694,6,700,90,44
3,0.6535898384862245,96.94893116387081,6,750,90,47
3,0.8436528080058857,54.777545606099196,8,800,90,73
4,0.054836874749478404,25.544584001988643,1,200,10.998029062882777,2
4,0.2765821861929766,28.594677518063886,5,250,53.982630318732674,14
4,0.4900980486407215,30.730536331450743,5,300,56.00300323152015,26
4,0.6170291568974648,32.51976012893449,6,350,60,28
4,0.6348516283298893,36.916672220746385,6,400,60,31
4,0.6584349744680134,43.44420649519086,6,450,60,32
4,0.4900980486407215,80.31498599453403,6,500,60,21
4,0.7,55.159507530906154,6,550,60,33
4,0.503344519141622,90.71395327416167,6,600,60,27
4,0.591751709536137,90.16303138836558,6,650,60,27
4,0.6348516283298893,88.94855410219733,6,700,60,31
4,0.591751709536137,114.25541109126809,6,750,60,26
4,0.467709352577623,154.6313936804848,6,800,60,25

