node_id,rate,budget_save,user_num,budget,ep_utility,ac_utility
0,0.3661086987359885,16.304369795379348,5,200,102.4735010155585,27
1,0.4836022205056778,13.282309351144589,6,200,150,55
2,0.6141387699069925,9.924768130736817,5,200,84.29849030021276,41
3,0.6568123286337667,8.827158050619339,5,200,84.41901283268993,45
4,0.20837719419747225,20.361394672119882,5,200,50.41725222351849,7
0,0.4918840504551957,19.622175101499835,6,250,110,45
1,0.4980039840795547,20.336928194574785,6,250,150,58
2,0.4303997503121646,21.996545960120848,6,250,90,29
3,0.619941524966954,17.270277554823554,6,250,90,52
4,0.42554373534619716,22.18407318898087,5,250,55.52419062895648,16
0,0.6458043683858516,26.570484095604115,6,300,110,55
1,0.5006671117046932,35.007204994130376,6,300,150,61
2,0.591751709536137,28.621450594937826,6,300,90,39
3,0.5705300424424958,30.109258163152575,6,300,90,42
4,0.6440973915989563,24.951602152175216,5,300,56.28067207121786,28
0,0.5064046559818827,41.332872521175354,6,350,110,39
1,0.560303134724236,38.190575392193985,6,350,150,65
2,0.5577833612859466,37.030503176787924,6,350,90,44
3,0.6141387699069925,33.02686089775105,6,350,90,47
4,0.5,41.869188012091776,5,350,55.88559407102171,22
0,0.5157010690230108,53.29207608376706,6,400,110,45
1,0.46334368540005044,59.05346330374909,6,400,150,48
2,0.6981538287287528,35.18210235838183,6,400,90,53
3,0.5169541084603521,53.154192085353024,6,400,90,36
4,0.6170291568974648,42.61816616874903,5,400,56.196137607185584,28
0,0.4742970074617834,70.16462193081402,6,450,110,38
1,0.5542796093214193,59.48948958388105,6,450,150,62
2,0.6055946811266923,52.64056031455068,6,450,90,46
3,0.7550510257216823,47.91654325615547,7,450,90,55
4,0.5527864045000421,59.68878491459878,6,450,60,27
0,0.4777670321329065,76.71022671641782,6,500,110,43
1,0.5033445191416219,69.34829684837864,6,500,150,57
2,0.6944949536696107,42.65784927004318,6,500,90,50
3,0.34680273525781924,91.20631818579795,6,500,90,22
4,0.5679506201061427,60.32730897936229,6,500,60,25
0,0.5735985672887791,81.98234739285195,6,550,110,47
1,0.48748983749913155,91.0985038719268,6,550,150,55
2,0.4879236168087595,91.02139974988387,6,550,90,34
3,0.6768213428389114,57.44489437448696,6,550,90,51
4,0.6214061102799818,69.6028546108504,6,550,60,29
0,0.5175818486755782,97.0074227882661,6,600,110,44
1,0.4621028598948185,108.16345766329171,6,600,150,56
2,0.729198719845468,55.27318980112939,6,600,90,53
3,0.6348516283298893,82.638393516247,6,600,90,44
4,0.5381197846482995,92.87753623106589,6,600,60,24
0,0.48831828074653505,113.98544197146427,6,650,110,43
1,0.5142016879403553,107.10951834929435,6,650,150,64
2,0.5783629786442162,92.96314366383469,6,650,90,42
3,0.4879236168087595,112.90334568912287,6,650,90,34
4,0.729198719845468,61.0485503262839,6,650,60,35
0,0.6234124513234913,85.5341752315906,6,700,110,62
1,0.4307900211696918,128.46356685009874,6,700,150,47
2,0.5169541084603521,109.01741095085136,6,700,90,34
3,0.5731250508378101,96.34033240425262,6,700,90,41
4,0.4836022205056778,116.54451456320666,6,700,60,24
0,0.4972801249927822,132.19116248995653,6,750,110,40
1,0.45839743969093605,142.4154397193149,6,750,150,55
2,0.4879236168087595,134.65147439561767,6,750,90,39
3,0.7251262916254892,83.15270209033929,7,750,90,60
4,0.6584349744680134,91.08922130477156,6,750,60,33
0,0.45895723576849057,170.73940632072635,6,800,110,37
1,0.6101282262076415,139.23485597729857,7,800,150,73
2,0.6944949536696107,96.40966239059972,6,800,90,48
3,0.7018576030000281,94.08619655992972,6,800,90,51
4,0.6000000000000001,126.22987875144581,6,800,60,29
